PDBchain   len  method   resol   rfac  freerfac
3ZTVA      579  XRAY       1.3  0.201  0.234
2GRRB      170  XRAY       1.3  0.201  0.222
2ZSCA      141  XRAY       1.3  0.201  0.238
2J9WA      102  XRAY       1.3  0.202  0.228
4LOWA       89  XRAY       1.3  0.203  0.204
1V70A      105  XRAY       1.3  0.204  0.204
2GECA      139  XRAY       1.3  0.207  0.246
1VDWA      254  XRAY       1.3  0.208  0.217
2PV2A      103  XRAY       1.3  0.208  0.227
1I12A      160  XRAY       1.3   0.21  0.221
2PXXA      215  XRAY       1.3  0.211  0.226
1WLYA      333  XRAY       1.3  0.212  0.232
7BQIA      183  XRAY       1.3  0.213   0.24
4GZCA      180  XRAY       1.3  0.213  0.231
2I1UA      121  XRAY       1.3  0.214   0.24
3JTZA       88  XRAY       1.3  0.214  0.239
2VOKA      188  XRAY       1.3  0.215  0.236
2IC2A      115  XRAY       1.3  0.215  0.234
1F9VA      347  XRAY       1.3  0.218  0.242
1VD6A      224  XRAY       1.3  0.218  0.233
1JL1A      155  XRAY       1.3  0.223  0.263
2EHPA      126  XRAY       1.3  0.227   0.24
5DZOA      107  XRAY     1.301  0.157  0.176
3T47A       81  XRAY     1.301  0.157  0.186
3NYTA      367  XRAY     1.301  0.191  0.216
3FEGA      379  XRAY     1.302   0.16  0.193
6T6EA       59  XRAY     1.302   0.18  0.219
5OL9A      106  XRAY     1.302  0.191  0.197
6JL3A       79  XRAY     1.303  0.157  0.168
6BSCA       57  XRAY     1.303  0.158  0.184
6BSCB       55  XRAY     1.303  0.158  0.184
5EHIA      276  XRAY     1.303  0.191  0.211
4PMXA      306  XRAY     1.304  0.133  0.174
5F5NA      289  XRAY     1.304  0.145  0.166
5ZT3A      130  XRAY     1.304  0.188  0.193
5L0VA      357  XRAY     1.305  0.159  0.174
5L0VB       42  XRAY     1.305  0.159  0.174
6NSVA      130  XRAY     1.305  0.215  0.243
6G8UA      443  XRAY     1.308   0.15  0.169
5GWNA      439  XRAY     1.309  0.172  0.189
5ZBZA      220  XRAY     1.309  0.194   0.21
6JV7A       77  XRAY     1.309  0.199  0.251
2WNXA      170  XRAY      1.31  0.121  0.154
2XQQA       89  XRAY      1.31  0.124  0.156
4UOBA      278  XRAY      1.31  0.135  0.159
5Y4MA      154  XRAY      1.31  0.138  0.166
3BLNA      143  XRAY      1.31  0.138  0.173
5BOWA      151  XRAY      1.31  0.139   0.16
6FQ1A      170  XRAY      1.31  0.142  0.174
5SV2A      146  XRAY      1.31  0.143   0.16
7VJOA      121  XRAY      1.31  0.157  0.185
1NYKA      165  XRAY      1.31  0.159  0.212
1VMHA      144  XRAY      1.31  0.159  0.185
3ELFA      349  XRAY      1.31   0.16  0.167
3ACXA      293  XRAY      1.31  0.161  0.182
5ZZRA      377  XRAY      1.31  0.167  0.177
7ARWA      349  XRAY      1.31  0.167  0.182
4OJXA      369  XRAY      1.31  0.169  0.179
6W4LA      186  XRAY      1.31  0.171  0.206
1GWUA      309  XRAY      1.31  0.172  0.193
1VF8A      377  XRAY      1.31  0.175  0.197
4YUCA      335  XRAY      1.31  0.175  0.187
5LHMA      233  XRAY      1.31  0.178  0.196
7CFWA      166  XRAY      1.31  0.178  0.213
2RDQA      288  XRAY      1.31  0.179  0.202
6HAZA      123  XRAY      1.31  0.179  0.193
7M7NA      435  XRAY      1.31  0.186   0.21
7C8SA      157  XRAY      1.31  0.188  0.197
3U8EA      222  XRAY      1.31  0.189  0.189
3EAZA      106  XRAY      1.31  0.196  0.226
4HZRA      277  XRAY      1.31  0.197  0.209
2VC8A       84  XRAY      1.31  0.198  0.231
6TCVB      451  XRAY     1.311   0.16  0.177
7A35A       60  XRAY     1.314  0.157  0.203
1KGDA      180  XRAY     1.314  0.188  0.212
4NBPA      132  XRAY     1.315  0.155  0.178
6Y9QB      105  XRAY     1.315  0.204  0.237
6N6JA      205  XRAY     1.317  0.153   0.17
4HDEA      170  XRAY     1.317  0.163  0.185
4W5ZA      345  XRAY      1.32  0.111   0.15
5ETRA      161  XRAY      1.32  0.125  0.152
4RK4A      283  XRAY      1.32  0.126  0.152
1GXMA      332  XRAY      1.32  0.132  0.162
5AD1A      290  XRAY      1.32  0.142  0.181
1E7LA      157  XRAY      1.32  0.145  0.186
6GG7A      339  XRAY      1.32  0.147  0.173
6GG7C       77  XRAY      1.32  0.147  0.173
6GSCB      206  XRAY      1.32  0.151  0.166
4GC3A      284  XRAY      1.32  0.152  0.162
4Y31A      155  XRAY      1.32  0.153  0.212
5XDHA       86  XRAY      1.32  0.156  0.175
4YJRA      281  XRAY      1.32  0.157   0.18
3P73A      275  XRAY      1.32  0.159   0.19
4EAEA      190  XRAY      1.32  0.159  0.177
3P73B       99  XRAY      1.32  0.159   0.19
1V9YA      167  XRAY      1.32   0.16  0.219
6TJ2A      285  XRAY      1.32  0.161  0.182
6EQSA      275  XRAY      1.32  0.161  0.209
2IBLA      130  XRAY      1.32  0.161   0.17
3W25A      336  XRAY      1.32  0.162  0.184
3GBWA      164  XRAY      1.32  0.164  0.189
5HQHA      109  XRAY      1.32  0.164  0.192
2ZUXA      591  XRAY      1.32  0.167   0.18
1MKKA       96  XRAY      1.32  0.168  0.195
4EDHA      213  XRAY      1.32  0.169  0.189
5B7YA      290  XRAY      1.32  0.172  0.189
3CM3A      176  XRAY      1.32  0.172  0.185
6D4KA      261  XRAY      1.32  0.178  0.218
1X3SA      195  XRAY      1.32  0.185   0.21
1Z0JA      170  XRAY      1.32  0.206  0.235
1Z0JB       59  XRAY      1.32  0.206  0.235
2QT1A      207  XRAY      1.32  0.243   0.26
6ZZBA      242  XRAY     1.322  0.166  0.188
5B08A      104  XRAY     1.325  0.198  0.215
4IN0A      148  XRAY     1.327   0.13  0.185
6Z96A      166  XRAY     1.327  0.166  0.184
7CDYA      355  XRAY     1.329  0.167  0.181
2XTSA      390  XRAY      1.33  0.107  0.111
2XTSB      205  XRAY      1.33  0.107  0.111
7JODI      166  XRAY      1.33  0.114  0.133
1O9IA      266  XRAY      1.33  0.117  0.145
4UMIA      208  XRAY      1.33  0.118  0.138
4HMSA      225  XRAY      1.33  0.122  0.153
3LHIA      232  XRAY      1.33  0.133  0.161
6RIVA      227  XRAY      1.33  0.133  0.163
4AW7A      591  XRAY      1.33  0.138  0.152
5H3JA      211  XRAY      1.33  0.138  0.162
5JGKA      289  XRAY      1.33   0.14  0.166
7NFBA      247  XRAY      1.33  0.143  0.178
5NI9B      198  XRAY      1.33  0.146  0.176
5NI9A      189  XRAY      1.33  0.146  0.176
6SBQA      924  XRAY      1.33  0.147  0.177
6T5KC      240  XRAY      1.33  0.149  0.183
4PMOA      234  XRAY      1.33   0.15  0.165
5M2PA      109  XRAY      1.33   0.15  0.171
5VIVA      315  XRAY      1.33  0.151  0.189
5KXHA      355  XRAY      1.33  0.153   0.17
6Z1VA       89  XRAY      1.33  0.153   0.19
6I5OA      118  XRAY      1.33  0.155  0.178
2V03A      303  XRAY      1.33  0.158  0.172
1KKOA      413  XRAY      1.33  0.162  0.191
2XRWA      371  XRAY      1.33  0.166  0.187
6OS6A      375  XRAY      1.33  0.167  0.181
2UV4A      152  XRAY      1.33  0.171  0.207
4ZZNA      350  XRAY      1.33  0.175  0.202
5YVNA      241  XRAY      1.33  0.176  0.194
3NGGA       50  XRAY      1.33  0.176   0.21
7BQPA      463  XRAY      1.33  0.178  0.193
4NOVA      345  XRAY      1.33  0.178  0.189
3K05A      200  XRAY      1.33  0.183  0.202
4EFPA      239  XRAY      1.33  0.184  0.231
6JJTA      149  XRAY      1.33  0.186  0.215
5VEIA      110  XRAY      1.33  0.186  0.206
6HA4A       55  XRAY      1.33  0.186  0.217
2ZCMA      192  XRAY      1.33   0.19  0.223
4EE6A      304  XRAY      1.33  0.191  0.213
6N7AA      304  XRAY      1.33  0.192  0.207
6VANA      144  XRAY      1.33  0.192  0.222
3BR8A       91  XRAY      1.33  0.192  0.225
5UG9A      329  XRAY      1.33  0.195  0.205
5M97A       77  XRAY      1.33  0.195  0.212
6FLFA      363  XRAY      1.33  0.201  0.226
7CHQA       92  XRAY      1.33  0.208  0.225
7D18A      293  XRAY     1.332  0.115   0.14
6AT4A      546  XRAY     1.332  0.135  0.151
5KZZA      127  XRAY     1.332  0.158  0.187
4PQDA      105  XRAY     1.332  0.171  0.186
3M97X      140  XRAY     1.332  0.201  0.229
6AJPA      229  XRAY     1.334  0.164  0.187
5BXOA      164  XRAY     1.334  0.176  0.203
5WK0A      163  XRAY     1.335  0.152   0.19
7R84A       54  XRAY     1.336  0.179  0.208
4F3JA      148  XRAY     1.337  0.138  0.165
4C08A      382  XRAY     1.338  0.142  0.164
6UQ8A      604  XRAY     1.339  0.135  0.143
5OPZA      137  XRAY      1.34  0.091   0.12
5KTNA      304  XRAY      1.34  0.124  0.155
6YDRA      152  XRAY      1.34  0.128  0.155
2ZIBA      133  XRAY      1.34  0.133  0.164
5EJ8A      556  XRAY      1.34  0.134  0.164
2W3QA      243  XRAY      1.34  0.139  0.185
4P9IA      174  XRAY      1.34  0.139  0.163
3QXCA      242  XRAY      1.34   0.14  0.173
6YAKBBB    341  XRAY      1.34  0.142  0.159
6YAKAAA    309  XRAY      1.34  0.142  0.159
3RO8A      341  XRAY      1.34  0.144  0.185
6CTZA      297  XRAY      1.34  0.147  0.171
7B3AA      280  XRAY      1.34  0.148  0.181
4PHRA      277  XRAY      1.34  0.149  0.188
1VHUA      211  XRAY      1.34  0.151   0.18
5ODKA      180  XRAY      1.34  0.152  0.186
4NBUA      250  XRAY      1.34  0.156  0.164
4BGBA      325  XRAY      1.34  0.159  0.183
3TOWA      152  XRAY      1.34  0.166  0.193
5MOZA      247  XRAY      1.34  0.168  0.185
4N5MA      270  XRAY      1.34  0.169  0.188
3S83A      259  XRAY      1.34  0.169  0.198
4CP6A      445  XRAY      1.34   0.17  0.186
4XXFA      258  XRAY      1.34  0.172  0.187
6AG8A      191  XRAY      1.34  0.172   0.19
3PKVA      252  XRAY      1.34  0.173  0.185
6D4RA      389  XRAY      1.34  0.175   0.19
3SUKA      125  XRAY      1.34  0.175  0.205
4L5EA       46  XRAY      1.34  0.176  0.206
7KZWA      131  XRAY      1.34  0.177  0.189
5YHRA       97  XRAY      1.34   0.18  0.196
6DS9A       93  XRAY      1.34   0.18  0.186
4NUHA      216  XRAY      1.34  0.181  0.201
3SUJA      127  XRAY      1.34  0.186   0.22
7O21A      324  XRAY      1.34  0.187  0.213
1VH5A      148  XRAY      1.34  0.188  0.228
3Q4OA      196  XRAY      1.34  0.189  0.228
7EF6A      250  XRAY      1.34  0.191  0.226
1UJPA      271  XRAY      1.34  0.204  0.221
6Z2TA       58  XRAY      1.34  0.216  0.238
1UTGA       70  XRAY      1.34   0.23  NA   
5WP4A      491  XRAY     1.341  0.152  0.166
5HWKA      240  XRAY     1.344  0.162  0.193
5KJZA      150  XRAY     1.347  0.154  0.182
6L0VA       63  XRAY     1.347  0.178  0.201
5W7WA      108  XRAY     1.348  0.148  0.164
6IHRA      266  XRAY     1.348  0.162  0.181
4Q29A      128  XRAY     1.349  0.127  0.155
4A6RA      459  XRAY     1.349  0.135  0.163
4CW4A      639  XRAY     1.349  0.148  0.177
4CS4A      274  XRAY     1.349   0.15  0.176
3WX7A      402  XRAY     1.349  0.175  0.198
3PFGA      263  XRAY     1.349  0.185  0.209
6XALA      401  XRAY     1.349  0.198  0.229
4NBRA      273  XRAY      1.35  0.102  0.133
4QHWA      401  XRAY      1.35  0.107  0.134
4Z6MA      365  XRAY      1.35  0.114   0.14
6SAUA      460  XRAY      1.35  0.115   0.15
3PE6A      303  XRAY      1.35  0.115  0.147
3LAAA      200  XRAY      1.35  0.115  0.128
5COFA      173  XRAY      1.35  0.116  0.138
4ZH5A      426  XRAY      1.35  0.117  0.148
2QE8A      343  XRAY      1.35  0.117  0.144
6SJ8A      307  XRAY      1.35  0.121  0.157
3MSTA      244  XRAY      1.35  0.121  0.155
6I73A      362  XRAY      1.35  0.122  0.148
7RFDA      170  XRAY      1.35  0.123  0.149
2YFOA      720  XRAY      1.35  0.125  0.142
6E1XA      176  XRAY      1.35  0.125  0.151
4WYDA      457  XRAY      1.35  0.127  0.158
5MH6A      308  XRAY      1.35  0.128  0.162
5JUHA      203  XRAY      1.35  0.128  0.177
5UMHA      319  XRAY      1.35   0.13  0.163
6B6UA      525  XRAY      1.35  0.131  0.149
5A7VA      388  XRAY      1.35  0.131   0.15
5A95A      365  XRAY      1.35  0.131  0.156
6RNZA       66  XRAY      1.35  0.131  0.177
4R3NA      366  XRAY      1.35  0.132  0.161
7KFFA      308  XRAY      1.35  0.132  0.154
5A0LA      210  XRAY      1.35  0.132  0.153
2WQFA      202  XRAY      1.35  0.132  0.155
4KDWA      123  XRAY      1.35  0.132  0.165
5U8UA      481  XRAY      1.35  0.133  0.157
3WIWA      402  XRAY      1.35  0.133   0.16
4PDYA      351  XRAY      1.35  0.133  0.174
4GGCA      318  XRAY      1.35  0.133  0.146
2QIKA      285  XRAY      1.35  0.133  0.176
4E4UA      412  XRAY      1.35  0.134  0.146
5UJCA      270  XRAY      1.35  0.134  0.163
6EDVA      194  XRAY      1.35  0.134  0.161
2OVGA       66  XRAY      1.35  0.134  0.171
3GFAA      198  XRAY      1.35  0.135  0.157
3OCUA      262  XRAY      1.35  0.136  0.154
2YNYA      106  XRAY      1.35  0.136  0.198
2Z51A      154  XRAY      1.35  0.137  0.173
1EAJA      126  XRAY      1.35  0.137  0.148
6Z68A      376  XRAY      1.35  0.138  0.184
5HWAA      259  XRAY      1.35  0.138   0.17
6F43A      246  XRAY      1.35  0.138  0.168
4WHSB      238  XRAY      1.35  0.138  0.167
4WHSA      200  XRAY      1.35  0.138  0.167
3RX9A      155  XRAY      1.35  0.138   0.16
3I4GA      528  XRAY      1.35  0.139  0.157
6M4QA      401  XRAY      1.35  0.139   0.17
2P9WA      334  XRAY      1.35  0.139  0.153
3ODTA      313  XRAY      1.35  0.139  0.176
2GKEA      274  XRAY      1.35  0.139  0.168
6FC1A      193  XRAY      1.35  0.139  0.168
6G5PA      180  XRAY      1.35  0.139  0.174
6FC1B       64  XRAY      1.35  0.139  0.168
4HP8A      247  XRAY      1.35   0.14  0.156
4H6CA      195  XRAY      1.35   0.14  0.174
2IYVA      184  XRAY      1.35   0.14  0.178
1OH4A      179  XRAY      1.35   0.14   0.17
3S9XA      159  XRAY      1.35   0.14  0.172
4L7XA       63  XRAY      1.35   0.14  0.142
4YCBA      183  XRAY      1.35  0.141  0.149
3WG3A      178  XRAY      1.35  0.141  0.156
4NMUA      147  XRAY      1.35  0.141  0.176
2YD6A      212  XRAY      1.35  0.142  0.171
5EPFA      162  XRAY      1.35  0.142  0.174
1GYXA       76  XRAY      1.35  0.142  0.164
4IX3A      350  XRAY      1.35  0.143  0.174
6SUNA      335  XRAY      1.35  0.143  0.176
2ZHJA      322  XRAY      1.35  0.143  0.201
6MEAA      174  XRAY      1.35  0.143  0.162
1SJWA      144  XRAY      1.35  0.143  0.176
4OANA      333  XRAY      1.35  0.144  0.163
5VN4A      243  XRAY      1.35  0.144  0.175
3O3YA       40  XRAY      1.35  0.144  0.171
2JDAA      145  XRAY      1.35  0.145   0.18
4LMSA       80  XRAY      1.35  0.145  0.181
6X7RA      319  XRAY      1.35  0.146  0.176
4QKDA      200  XRAY      1.35  0.146  0.163
2IWNA       97  XRAY      1.35  0.146  0.169
3IV0A      481  XRAY      1.35  0.147  0.167
3NO2A      276  XRAY      1.35  0.147   0.16
6ZRWA      126  XRAY      1.35  0.147  0.176
5TKWA      237  XRAY      1.35  0.148  0.176
4KDXA      229  XRAY      1.35  0.148  0.167
2XR6A      170  XRAY      1.35  0.148  0.168
5TZPA      148  XRAY      1.35  0.148  0.172
3PIUA      435  XRAY      1.35  0.149  0.171
5SXOA      413  XRAY      1.35  0.149  0.165
6P2NA      748  XRAY      1.35   0.15   0.18
5OQ3A      396  XRAY      1.35   0.15  0.174
6EF6A      354  XRAY      1.35   0.15  0.168
6HNIA      319  XRAY      1.35   0.15  0.185
5OMTA      110  XRAY      1.35   0.15  0.186
3BC9A      599  XRAY      1.35  0.151  0.178
6M0EA      523  XRAY      1.35  0.151  0.166
6O15A      372  XRAY      1.35  0.151  0.169
3IB5A      348  XRAY      1.35  0.151  0.181
3I10A      278  XRAY      1.35  0.151  0.172
6TCBA       94  XRAY      1.35  0.151  0.165
3QXZA      265  XRAY      1.35  0.152  0.169
2XOLA      176  XRAY      1.35  0.152  0.178
3H4NA       72  XRAY      1.35  0.152  0.173
6ZB8A      391  XRAY      1.35  0.153  0.163
4ESMA      302  XRAY      1.35  0.153  0.181
1GPPA      237  XRAY      1.35  0.153  0.189
1UP9A      107  XRAY      1.35  0.153  0.203
2GKPA      167  XRAY      1.35  0.154  0.206
6JYZA      476  XRAY      1.35  0.155  0.168
6UQVA      287  XRAY      1.35  0.155  0.177
4JF8A      179  XRAY      1.35  0.155  0.175
6MGCA      361  XRAY      1.35  0.156  0.174
3B5OA      244  XRAY      1.35  0.156  0.174
5LAUA      208  XRAY      1.35  0.156  0.182
3BT5A      177  XRAY      1.35  0.156  0.188
4P5EA      152  XRAY      1.35  0.156   0.18
3VVVA      123  XRAY      1.35  0.156  0.189
1G2RA      100  XRAY      1.35  0.156  0.185
3K01A      412  XRAY      1.35  0.157   0.18
4RXTA      299  XRAY      1.35  0.157  0.205
7AGMA      230  XRAY      1.35  0.157  0.181
3GNZP      213  XRAY      1.35  0.157  0.184
3PL8A      623  XRAY      1.35  0.158   0.19
6DCJA      231  XRAY      1.35  0.158   0.19
5ISVA      165  XRAY      1.35  0.158  0.209
4MNOA      115  XRAY      1.35  0.158  0.186
3U6GA      126  XRAY      1.35  0.159  0.207
7NESA       61  XRAY      1.35  0.159  0.183
1WDDA      477  XRAY      1.35   0.16  0.182
4EFIA      354  XRAY      1.35   0.16  0.174
3CKMA      327  XRAY      1.35   0.16  0.194
4AK2A      288  XRAY      1.35   0.16  0.191
6TYKA      192  XRAY      1.35   0.16  0.194
1VKKA      154  XRAY      1.35   0.16  0.194
1WDDS      128  XRAY      1.35   0.16  0.182
4DI9A      303  XRAY      1.35  0.161  0.183
4NDOA      276  XRAY      1.35  0.161  0.177
4NDOB      270  XRAY      1.35  0.161  0.177
4DT4A      169  XRAY      1.35  0.161  0.201
4ONMB      160  XRAY      1.35  0.161  0.192
4ONMA      153  XRAY      1.35  0.161  0.192
1FD3A       41  XRAY      1.35  0.161  0.237
1V0WA      506  XRAY      1.35  0.162  0.186
3SBMA      281  XRAY      1.35  0.162  0.174
3C9ZA      258  XRAY      1.35  0.162    0.2
3MBKA      264  XRAY      1.35  0.163  0.191
5EHAA      153  XRAY      1.35  0.163  0.183
4G0XA      147  XRAY      1.35  0.163  0.179
2XS2A      102  XRAY      1.35  0.163  0.193
4HDDA       79  XRAY      1.35  0.163  0.182
2XDWA      710  XRAY      1.35  0.164  0.186
2PHNA      254  XRAY      1.35  0.164   0.19
5I45A      218  XRAY      1.35  0.164  0.203
4QB6A      164  XRAY      1.35  0.165  0.177
2EHZA      302  XRAY      1.35  0.166  0.178
6TZNA      121  XRAY      1.35  0.166  0.194
6XYAB      118  XRAY      1.35  0.166  0.177
6GD3A       87  XRAY      1.35  0.166  0.189
4GVFA      349  XRAY      1.35  0.168   0.19
2E5FA      325  XRAY      1.35  0.168   0.18
6GMPA      122  XRAY      1.35  0.168  0.206
6H8GA      108  XRAY      1.35  0.168  0.192
4XDUA      340  XRAY      1.35  0.169  0.188
6ZZJA      241  XRAY      1.35  0.169  0.194
4REOA      229  XRAY      1.35  0.169  0.209
3P0BA      540  XRAY      1.35   0.17  0.189
6RXKA      254  XRAY      1.35   0.17  0.188
4P0ZA      149  XRAY      1.35   0.17  0.202
4PE3A      345  XRAY      1.35  0.171  0.196
5CB7A      161  XRAY      1.35  0.171  0.192
2ZL7A      295  XRAY      1.35  0.172  0.188
6CBNA      438  XRAY      1.35  0.173  0.197
4RUQA      238  XRAY      1.35  0.173  0.185
1U9CA      224  XRAY      1.35  0.173  0.197
3HP4A      185  XRAY      1.35  0.173  0.189
6FJVA      155  XRAY      1.35  0.173   0.21
2JIKA      101  XRAY      1.35  0.173  0.237
6MR1A       96  XRAY      1.35  0.173  0.195
4EQPA      143  XRAY      1.35  0.174  0.188
5FEBA      125  XRAY      1.35  0.174  0.206
2I24N      121  XRAY      1.35  0.174  0.214
6G6KA       94  XRAY      1.35  0.174  0.203
6G6KB       83  XRAY      1.35  0.174  0.203
3SJMA       64  XRAY      1.35  0.174  0.208
6L4VA      502  XRAY      1.35  0.175  0.189
2Z5WA      136  XRAY      1.35  0.175  0.191
4YX1A       70  XRAY      1.35  0.175  0.205
1R6DA      337  XRAY      1.35  0.176  0.216
1WZDA      215  XRAY      1.35  0.176  0.204
6GAJA      133  XRAY      1.35  0.176  0.203
3I3FA      141  XRAY      1.35  0.177  0.191
2I49A      429  XRAY      1.35  0.178  0.193
6YQCAAA    499  XRAY      1.35  0.179  0.204
6F8AA      400  XRAY      1.35  0.179  0.194
2I5FA      109  XRAY      1.35  0.179  0.208
3LSNA      304  XRAY      1.35   0.18  0.201
2WY4A      140  XRAY      1.35   0.18  0.209
1WU4A      396  XRAY      1.35  0.181  0.199
2PIEA      138  XRAY      1.35  0.182  0.198
4GOFA       52  XRAY      1.35  0.182  0.198
3LFTA      295  XRAY      1.35  0.183  0.203
4YZRA      405  XRAY      1.35  0.184  0.211
1P4CA      380  XRAY      1.35  0.184  0.194
1E5KA      201  XRAY      1.35  0.184  0.213
2QJWA      176  XRAY      1.35  0.184  0.216
2WDSA      143  XRAY      1.35  0.184  0.205
3SGZA      352  XRAY      1.35  0.185  0.203
2HALA      212  XRAY      1.35  0.185  0.204
2VQ8A      139  XRAY      1.35  0.185  0.224
6F5ZA      231  XRAY      1.35  0.186  0.207
6GI4B      194  XRAY      1.35  0.186  0.216
